gemini 1.5 flash

decade,polityid,sdtphase,explanation
-440,ItRomER,3,"(elite overproduction) - introduction of the Twelve Tables law; establishment of penalties and procedures."
-430,ItRomER,4,"(state stress) - Battle of Fidenae; Roman victory; continued state stress."
-420,ItRomER,4,"(state stress) - equites were defined by wealth; war as an investment; population growth."
-410,ItRomER,0,"(crisis) - epidemic of an unknown disease; famine; food relief from Sicily and Etruria."
-400,ItRomER,1,"(growth) - pay (salarium) for military service; compensation for men serving in prolonged campaigns."
-390,ItRomER,1,"(growth) - Marcus Furius Camillus conquered Veii; Rome doubled its territory; land redistribution; controlled Roman population."
-380,ItRomER,2,"(immiseration) - the Senones besieged Rome; accepted a ransom; Furius Camillus' return and victory."
-370,ItRomER,2,"(immiseration) - ideology to check rulers; Camillus celebrated a Triumph in Rome; construction of the Servian Wall."
-360,ItRomER,3,"(elite overproduction) - consuls drawn from the senatorial elite; financial crisis; plebeians entered the senate."
-350,ItRomER,3,"(elite overproduction) - new warfare techniques introduced; Roman soldiers provided with protective armour; long pikes distributed."
-340,ItRomER,4,"(state stress) - trade agreement with Carthage; coinage introduced; Samnite wars; Roman victory in the Battle of Mount Gaurus."
-330,ItRomER,4,"(state stress) - consul Titus Manlius Imperiosus Torquatus defeated rebel cities of Latin League; incorporated cities into the Roman state."
-320,ItRomER,0,"(crisis) - Second Samnite War; Roman defeat at the Caudine Forks; harsh terms for Romans."
-310,ItRomER,1,"(growth) - construction of the via Appia and the first aqueduct; Cursus honorum required aspirant consuls to serve the state."
-300,ItRomER,1,"(growth) - Roman victory in the Second Samnite War; final defeat of the Etruscan revolts; possible financial distress."
-290,ItRomER,2,"(immiseration) - Third Samnite War; Roman victory; control of central Italy; elite overproduction."
-280,ItRomER,2,"(immiseration) - uprisings due to debt problems; Lex Hortensia gave power to the plebeian Assembly; patrician control over plebeian families."
